Participant,isSpeed,isCued,jitter,jitterLevel,cueDeflections,cueOrientation,targetOrientation,response,deviation,absoluteDeviation,RT,points
200,0,0,30,2,819,-999.0,0.74505,1.1095,0.36441,0.36441,0.47165,154
200,0,0,15,1,819,-999.0,1.3521,1.1397,-0.21249,0.21249,0.47406,173
200,0,0,15,1,819,-999.0,1.3503,1.7725,0.42221,0.42221,0.42799,146
200,0,0,45,3,819,-999.0,0.82353,0.79996,-0.023569,0.023569,0.41801,197
200,0,0,30,2,819,-999.0,1.2413,0.45488,-0.78642,0.78642,0.47797,100
200,0,0,45,3,819,-999.0,0.65704,1.2981,0.64106,0.64106,0.44847,118
200,0,0,45,3,819,-999.0,0.90843,0.79676,-0.11167,0.11167,0.4733,186
200,0,0,45,3,819,-999.0,0.54929,0.64535,0.096057,0.096057,0.88703,188
200,0,0,15,1,819,-999.0,0.78227,0.68262,-0.099652,0.099652,1.525,187
200,0,0,15,1,819,-999.0,2.48,2.6154,0.13541,0.13541,0.75305,183
200,0,0,15,1,819,-999.0,2.0659,2.0091,-0.056721,0.056721,0.67704,193
200,0,0,15,1,819,-999.0,0.51816,0.78768,0.26951,0.26951,0.92802,166
200,0,0,15,1,819,-999.0,0.76649,0.59194,-0.17455,0.17455,0.89826,178
200,0,0,30,2,819,-999.0,0.76471,0.61226,-0.15245,0.15245,0.57643,181
200,1,0,30,2,819,-999.0,2.804,2.4881,-0.31592,0.31592,0.55263,180
200,1,0,15,1,819,-999.0,0.41474,0.66393,0.24919,0.24919,0.39384,184
200,1,0,30,2,819,-999.0,0.75149,0.37286,-0.37863,0.37863,0.9742,76
200,1,0,45,3,819,-999.0,1.5048,0.45847,-1.0463,1.0463,0.35296,133
200,1,0,45,3,819,-999.0,1.2654,2.4011,1.1358,1.1358,0.56012,128
200,1,0,15,1,819,-999.0,2.2473,2.4111,0.16386,0.16386,0.59602,190
200,1,0,45,3,819,-999.0,0.50361,0.59369,0.090079,0.090079,0.43144,194
200,1,0,15,1,819,-999.0,1.3707,1.0634,-0.30735,0.30735,0.93252,80
200,1,0,45,3,819,-999.0,0.033875,1.0901,1.0563,1.0563,0.45769,133
200,1,0,45,3,819,-999.0,0.66836,0.588,-0.080361,0.080361,0.56527,195
200,1,0,15,1,819,-999.0,1.8297,1.932,0.10233,0.10233,0.48209,193
200,1,0,30,2,819,-999.0,1.3956,1.4477,0.052032,0.052032,0.50846,197
200,1,0,15,1,819,-999.0,2.1339,2.5047,0.37078,0.37078,0.51971,176
200,1,0,30,2,819,-999.0,0.66555,0.30907,-0.35648,0.35648,0.51612,177
200,1,0,30,2,819,-999.0,1.8284,2.3247,0.49632,0.49632,0.51523,168
200,1,0,15,1,819,-999.0,0.73665,0.51897,-0.21767,0.21767,0.92765,86
200,1,0,45,3,819,-999.0,2.9808,2.5651,-0.4157,0.4157,0.56705,174
200,1,0,15,1,819,-999.0,2.2789,2.7014,0.42254,0.42254,0.50347,173
200,1,0,30,2,819,-999.0,2.7482,0.4205,0.81393,0.81393,1.0171,48
200,1,0,45,3,819,-999.0,0.09448,0.52126,0.42678,0.42678,0.54274,173
200,1,0,30,2,819,-999.0,2.3049,2.348,0.043137,0.043137,0.54219,197
200,1,0,30,2,819,-999.0,2.6266,2.6319,0.0053202,0.0053202,0.53901,200
200,1,0,15,1,819,-999.0,2.2173,1.9417,-0.27564,0.27564,0.50051,182
200,1,0,15,1,819,-999.0,2.9125,2.9596,0.047122,0.047122,0.76169,197
200,1,0,30,2,819,-999.0,0.13545,0.79241,0.65696,0.65696,0.63976,158
200,1,0,15,1,819,-999.0,2.5059,2.5326,0.026694,0.026694,0.4869,198
200,1,0,30,2,819,-999.0,1.1142,1.1739,0.059775,0.059775,0.47162,196
200,1,0,45,3,819,-999.0,1.3082,0.50772,-0.80051,0.80051,0.31479,149
200,1,0,30,2,819,-999.0,1.3396,2.1716,0.83199,0.83199,0.40242,147
200,1,0,30,2,819,-999.0,0.99377,0.064806,-0.92897,0.92897,0.3738,141
200,1,0,45,3,819,-999.0,2.2958,1.4697,-0.82609,0.82609,0.43518,147
200,1,0,30,2,819,-999.0,2.8935,0.66652,0.91459,0.91459,0.38297,142
200,1,0,45,3,819,-999.0,0.09148,0.16915,0.077674,0.077674,0.43393,195
200,1,0,30,2,819,-999.0,0.18753,2.4316,-0.89748,0.89748,0.44961,143
200,1,0,45,3,819,-999.0,1.4954,0.36432,-1.131,1.131,0.35941,128
200,1,0,15,1,819,-999.0,0.52468,0.035412,-0.48927,0.48927,0.47053,169
200,1,0,45,3,819,-999.0,1.8331,2.4972,0.66408,0.66408,0.51109,158
200,1,0,15,1,819,-999.0,1.8295,1.6587,-0.17078,0.17078,0.41094,189
200,1,0,45,3,819,-999.0,0.40411,0.11214,-0.29197,0.29197,0.48465,181
200,1,0,45,3,819,-999.0,1.3557,1.9699,0.6142,0.6142,0.45914,161
200,1,0,15,1,819,-999.0,0.12266,0.40317,0.28051,0.28051,0.43999,182
200,1,0,30,2,819,-999.0,1.3811,1.677,0.29583,0.29583,0.51714,181
200,1,0,15,1,819,-999.0,2.2078,2.2721,0.064276,0.064276,0.46098,196
200,1,0,30,2,819,-999.0,2.1556,2.3051,0.14944,0.14944,0.42469,190
200,1,0,45,3,819,-999.0,1.4427,0.72183,-0.72082,0.72082,0.40293,154
200,1,0,15,1,819,-999.0,0.95803,0.68313,-0.2749,0.2749,0.45964,182
200,1,0,15,1,819,-999.0,0.44109,0.84469,0.4036,0.4036,0.42249,174
200,1,0,30,2,819,-999.0,2.8674,2.3458,-0.52161,0.52161,0.5137,167
200,1,0,45,3,819,-999.0,1.8459,0.40621,-1.4397,1.4397,0.30255,108
200,1,0,15,1,819,-999.0,2.7583,2.6914,-0.066929,0.066929,0.25535,196
200,1,0,15,1,819,-999.0,1.7311,2.5281,0.79695,0.79695,0.28797,149
200,1,0,15,1,819,-999.0,1.1888,1.5635,0.37465,0.37465,0.36964,176
200,1,0,45,3,819,-999.0,1.5193,1.9393,0.42001,0.42001,0.50448,173
200,1,0,15,1,819,-999.0,2.0713,2.1949,0.12358,0.12358,0.4492,192
200,1,0,45,3,819,-999.0,1.1774,1.0159,-0.16153,0.16153,0.4408,190
200,1,0,30,2,819,-999.0,1.0167,0.055013,-0.96173,0.96173,0.41427,139
200,1,0,30,2,819,-999.0,2.6273,3.0305,0.40321,0.40321,0.43715,174
200,1,0,15,1,819,-999.0,0.32836,0.57769,0.24933,0.24933,0.41892,184
200,1,0,30,2,819,-999.0,1.3889,2.0034,0.61447,0.61447,0.38939,161
200,1,0,45,3,819,-999.0,1.5868,2.8981,1.3113,1.3113,0.47224,117
200,1,0,45,3,819,-999.0,0.01172,0.21203,0.20031,0.20031,0.33774,187
200,1,0,30,2,819,-999.0,0.22878,2.9883,-0.38205,0.38205,0.41945,176
200,1,0,30,2,819,-999.0,3.0346,0.52632,0.63329,0.63329,0.39735,160
200,1,0,45,3,819,-999.0,2.7435,2.9269,0.18343,0.18343,0.65646,188
200,1,0,45,3,819,-999.0,0.71106,0.84853,0.13747,0.13747,0.59298,191
200,1,0,15,1,819,-999.0,0.094958,0.39479,0.29983,0.29983,0.44739,181
200,1,0,30,2,819,-999.0,1.6517,0.14575,-1.5059,1.5059,0.37925,104
200,1,0,45,3,819,-999.0,1.3605,0.44839,-0.91211,0.91211,0.43306,142
200,1,0,30,2,819,-999.0,0.90608,0.90349,-0.0025879,0.0025879,0.50596,200
200,1,0,15,1,819,-999.0,2.1073,2.5518,0.44453,0.44453,0.47004,172
200,1,0,15,1,819,-999.0,1.2944,0.9151,-0.37928,0.37928,0.54215,176
200,1,0,15,1,819,-999.0,2.9954,2.5175,-0.47792,0.47792,0.59939,170
200,1,0,30,2,819,-999.0,1.7727,1.8118,0.039127,0.039127,0.41011,198
200,1,0,30,2,819,-999.0,0.28472,0.56416,0.27944,0.27944,0.51833,182
200,1,0,45,3,819,-999.0,2.4945,2.7922,0.29768,0.29768,0.43782,181
200,1,0,30,2,819,-999.0,2.2799,2.6533,0.37345,0.37345,0.50623,176
200,1,0,30,2,819,-999.0,1.1976,1.3431,0.14556,0.14556,0.46008,191
200,1,0,45,3,819,-999.0,2.5013,2.7328,0.23153,0.23153,0.50714,185
200,1,0,45,3,819,-999.0,1.976,1.862,-0.11406,0.11406,0.73463,193
200,1,0,30,2,819,-999.0,2.528,2.7461,0.21816,0.21816,0.79687,186
200,1,0,45,3,819,-999.0,2.5023,2.0532,-0.4491,0.4491,0.87858,71
200,1,0,45,3,819,-999.0,2.0415,2.5959,0.5544,0.5544,1.1483,65
200,1,0,15,1,819,-999.0,0.6691,0.57018,-0.098922,0.098922,0.58382,194
200,1,0,15,1,819,-999.0,0.26359,0.23487,-0.028718,0.028718,0.72252,198
200,1,0,15,1,819,-999.0,0.78384,0.74267,-0.041178,0.041178,0.80769,197
200,1,0,45,3,819,-999.0,1.1102,0.024523,-1.0857,1.0857,0.87388,31
200,1,0,15,1,819,-999.0,0.49513,0.26014,-0.23499,0.23499,0.57627,185
200,1,0,15,1,819,-999.0,0.75323,0.59414,-0.15909,0.15909,1.4211,90
200,1,0,45,3,819,-999.0,2.5808,1.7379,-0.84297,0.84297,0.89406,46
200,1,0,15,1,819,-999.0,1.8314,1.893,0.061678,0.061678,0.58901,196
200,1,0,30,2,819,-999.0,2.359,2.5043,0.14528,0.14528,1.1406,91
200,1,0,45,3,819,-999.0,1.7016,0.70478,-0.99682,0.99682,0.81953,137
200,1,0,15,1,819,-999.0,2.1734,2.5187,0.34535,0.34535,0.4985,178
200,1,0,30,2,819,-999.0,1.2352,0.99747,-0.23776,0.23776,0.82461,185
200,0,0,45,3,819,-999.0,3.1119,0.95439,0.98405,0.98405,0.57581,75
200,0,0,30,2,819,-999.0,2.4865,2.4135,-0.073009,0.073009,0.89515,191
200,0,0,15,1,819,-999.0,2.4617,2.0055,-0.45614,0.45614,0.58137,142
200,0,0,30,2,819,-999.0,2.1303,2.2866,0.15633,0.15633,0.80183,180
200,0,0,15,1,819,-999.0,0.79231,0.80882,0.016509,0.016509,0.50921,198
200,0,0,30,2,819,-999.0,1.4358,1.6441,0.20833,0.20833,0.62708,173
200,0,0,45,3,819,-999.0,0.13031,0.095802,-0.034511,0.034511,0.49754,196
200,0,0,15,1,819,-999.0,0.26282,0.10475,-0.15807,0.15807,0.45673,180
200,0,0,15,1,819,-999.0,1.2488,1.1286,-0.12019,0.12019,0.46474,185
200,0,0,45,3,819,-999.0,1.0177,2.9376,-1.2217,1.2217,0.45818,44
200,0,0,30,2,819,-999.0,0.90656,0.68793,-0.21863,0.21863,0.56402,172
200,0,0,30,2,819,-999.0,2.7157,2.2372,-0.47853,0.47853,0.40206,139
200,0,0,45,3,819,-999.0,0.78111,1.0229,0.24175,0.24175,1.1218,169
200,0,0,45,3,819,-999.0,2.395,2.3451,-0.049928,0.049928,0.61357,194
200,0,0,15,1,819,-999.0,1.7647,1.5669,-0.19774,0.19774,0.47973,175
200,0,0,30,2,819,-999.0,0.79266,0.77191,-0.020755,0.020755,0.50616,197
200,0,0,45,3,819,-999.0,0.91007,1.04,0.12995,0.12995,0.53569,183
200,0,0,30,2,819,-999.0,0.72898,0.96892,0.23994,0.23994,0.45019,169
200,0,0,45,3,819,-999.0,2.6926,1.9179,-0.77471,0.77471,0.72427,101
200,0,0,30,2,819,-999.0,0.26755,2.9292,-0.4799,0.4799,0.44382,139
200,0,0,45,3,819,-999.0,0.55815,0.52071,-0.03744,0.03744,0.71225,195
200,0,0,15,1,819,-999.0,0.85452,0.87435,0.019831,0.019831,0.41177,197
200,0,0,15,1,819,-999.0,0.87022,0.74825,-0.12197,0.12197,0.43598,184
200,0,0,15,1,819,-999.0,1.5169,1.5491,0.032167,0.032167,0.51166,196
200,0,0,30,2,819,-999.0,3.0801,0.42382,0.48536,0.48536,0.80118,138
200,0,0,30,2,819,-999.0,1.438,1.3311,-0.10689,0.10689,0.52627,186
200,0,0,45,3,819,-999.0,1.2712,1.1494,-0.12186,0.12186,0.74133,184
200,0,0,30,2,819,-999.0,0.71993,0.9514,0.23147,0.23147,0.56582,171
200,0,0,30,2,819,-999.0,2.0938,2.3345,0.2407,0.2407,0.51662,169
200,0,0,30,2,819,-999.0,1.442,0.92154,-0.52043,0.52043,0.889,134
200,0,0,15,1,819,-999.0,0.3136,0.023868,-0.28974,0.28974,0.49616,163
200,0,0,15,1,819,-999.0,1.9569,1.9598,0.0029182,0.0029182,0.53925,200
200,0,0,15,1,819,-999.0,2.3412,2.5641,0.22284,0.22284,0.51871,172
200,0,0,15,1,819,-999.0,3.024,0.035073,0.15267,0.15267,0.5102,181
200,0,0,45,3,819,-999.0,0.94919,1.2406,0.29137,0.29137,0.49072,163
200,0,0,15,1,819,-999.0,2.9138,2.2002,-0.71355,0.71355,0.61587,109
200,0,0,15,1,819,-999.0,0.69183,1.2129,0.52111,0.52111,0.63331,134
200,0,0,45,3,819,-999.0,0.97456,1.0599,0.085357,0.085357,0.68644,189
200,0,0,30,2,819,-999.0,0.51765,0.62182,0.10417,0.10417,0.55023,187
200,0,0,45,3,819,-999.0,1.6823,1.1682,-0.51404,0.51404,0.69869,135
200,0,0,30,2,819,-999.0,0.93158,0.35118,-0.5804,0.5804,0.66901,126
200,0,0,45,3,819,-999.0,1.9442,2.4426,0.49836,0.49836,0.75501,137
200,0,0,45,3,819,-999.0,2.2527,0.60916,1.498,1.498,0.19151,9
200,0,0,15,1,819,-999.0,2.9118,0.35307,0.58284,0.58284,0.50486,126
200,0,0,15,1,819,-999.0,0.16401,0.14981,-0.014193,0.014193,0.5876,198
200,0,0,30,2,819,-999.0,2.5344,2.804,0.26962,0.26962,0.78982,166
200,1,0,15,1,819,-999.0,0.69156,0.73151,0.039946,0.039946,0.35396,197
200,1,0,15,1,819,-999.0,1.5574,1.6119,0.054561,0.054561,0.56253,197
200,1,0,15,1,819,-999.0,1.2672,1.3903,0.12309,0.12309,0.54725,192
200,1,0,45,3,819,-999.0,0.049531,2.773,-0.41811,0.41811,0.55041,173
200,1,0,15,1,819,-999.0,3.0317,0.27044,0.38031,0.38031,0.57815,176
200,1,0,30,2,819,-999.0,0.85944,0.89504,0.035602,0.035602,0.55275,198
200,1,0,45,3,819,-999.0,0.084947,0.56253,0.47759,0.47759,0.93975,70
200,1,0,45,3,819,-999.0,1.9983,2.3635,0.36517,0.36517,0.64422,177
200,1,0,30,2,819,-999.0,2.9199,0.054071,0.27578,0.27578,0.54889,182
200,1,0,15,1,819,-999.0,2.6384,2.6063,-0.032081,0.032081,0.58175,198
200,1,0,30,2,819,-999.0,2.7685,2.2684,-0.5001,0.5001,0.51489,168
200,1,0,30,2,819,-999.0,0.55631,0.67119,0.11488,0.11488,0.51236,193
200,1,0,30,2,819,-999.0,0.83617,1.2075,0.37132,0.37132,0.56519,176
200,1,0,45,3,819,-999.0,1.8912,2.964,1.0728,1.0728,0.77428,132
200,1,0,45,3,819,-999.0,2.1274,2.193,0.065568,0.065568,1.2054,96
200,1,0,45,3,819,-999.0,2.1547,1.8654,-0.28932,0.28932,1.6101,82
200,1,0,30,2,819,-999.0,1.2983,0.64749,-0.65082,0.65082,0.52023,159
200,1,0,30,2,819,-999.0,3.039,3.089,0.050042,0.050042,0.54699,197
200,1,0,45,3,819,-999.0,2.4667,2.3562,-0.11053,0.11053,1.1501,93
200,1,0,15,1,819,-999.0,0.99173,0.87643,-0.1153,0.1153,0.51625,193
200,1,0,15,1,819,-999.0,0.19818,2.9964,-0.34334,0.34334,0.55041,178
200,1,0,30,2,819,-999.0,1.4597,1.906,0.44631,0.44631,0.53302,172
200,1,0,45,3,819,-999.0,1.7185,1.3901,-0.32839,0.32839,0.51335,179
200,1,0,15,1,819,-999.0,1.187,1.4591,0.27208,0.27208,0.50771,183
200,0,0,15,1,819,-999.0,2.602,3.0299,0.42786,0.42786,0.59265,146
200,0,0,15,1,819,-999.0,0.90285,0.69562,-0.20722,0.20722,0.55253,174
200,0,0,45,3,819,-999.0,0.15181,2.9165,-0.37688,0.37688,0.56304,152
200,0,0,30,2,819,-999.0,2.6626,2.5536,-0.10897,0.10897,0.48909,186
200,0,0,15,1,819,-999.0,0.15013,0.081173,-0.068959,0.068959,0.51665,191
200,0,0,30,2,819,-999.0,1.372,2.2034,0.8314,0.8314,0.74804,94
200,0,0,30,2,819,-999.0,1.673,1.2734,-0.39966,0.39966,0.57094,149
200,0,0,45,3,819,-999.0,2.6876,0.030827,0.4848,0.4848,0.48873,138
200,0,0,30,2,819,-999.0,2.6544,2.5626,-0.091818,0.091818,0.54517,188
200,0,0,30,2,819,-999.0,1.0151,0.6197,-0.39543,0.39543,0.47531,150
200,0,0,15,1,819,-999.0,0.94517,0.71811,-0.22706,0.22706,0.66549,171
200,0,0,45,3,819,-999.0,2.1002,1.5122,-0.58794,0.58794,0.7853,125
200,0,0,15,1,819,-999.0,2.2028,2.2516,0.048796,0.048796,0.58312,194
200,0,0,30,2,819,-999.0,0.5705,0.57599,0.0054835,0.0054835,0.54888,199
200,0,0,30,2,819,-999.0,0.13411,2.8173,-0.45835,0.45835,0.50436,142
200,0,0,30,2,819,-999.0,2.2007,2.3366,0.13593,0.13593,0.50509,183
200,0,0,45,3,819,-999.0,1.5693,2.3043,0.73501,0.73501,0.5673,106
200,0,0,45,3,819,-999.0,1.2852,0.79748,-0.48771,0.48771,0.47044,138
200,0,0,15,1,819,-999.0,0.43225,0.24066,-0.19159,0.19159,0.49012,176
200,0,0,45,3,819,-999.0,0.97167,2.5444,-1.5688,1.5688,0.51302,0
200,0,0,15,1,819,-999.0,0.66931,0.88817,0.21886,0.21886,0.5494,172
200,0,0,45,3,819,-999.0,0.25297,2.6408,-0.75377,0.75377,0.81691,104
200,0,0,45,3,819,-999.0,2.9715,1.8734,-1.0981,1.0981,0.80232,60
200,0,0,15,1,819,-999.0,0.50046,0.7345,0.23403,0.23403,0.53738,170
200,0,0,30,2,819,-999.0,0.53771,0.98853,0.45082,0.45082,0.5934,143
200,0,0,45,3,819,-999.0,0.99351,0.85066,-0.14284,0.14284,0.54749,182
200,0,0,45,3,819,-999.0,0.26757,0.79752,0.52995,0.52995,0.54895,133
200,0,0,15,1,819,-999.0,0.96451,0.9657,0.0011909,0.0011909,0.50517,200
200,0,0,15,1,819,-999.0,1.4346,1.0938,-0.34087,0.34087,0.58119,157
200,0,0,30,2,819,-999.0,1.0274,1.321,0.29362,0.29362,0.4974,163
200,0,0,30,2,819,-999.0,0.095106,3.0944,-0.14227,0.14227,0.56213,182
200,0,0,30,2,819,-999.0,0.24322,2.5112,-0.87357,0.87357,0.92532,89
200,0,0,45,3,819,-999.0,0.036178,3.0282,-0.14958,0.14958,0.78369,181
200,0,0,15,1,819,-999.0,2.1528,2.5091,0.35636,0.35636,0.57262,155
200,0,0,30,2,819,-999.0,0.99273,0.77827,-0.21446,0.21446,0.9051,173
200,0,0,15,1,819,-999.0,3.0628,3.1351,0.072279,0.072279,0.48716,191
200,0,0,30,2,819,-999.0,2.2498,2.5118,0.26209,0.26209,0.89929,167
200,0,0,15,1,819,-999.0,0.17784,0.24693,0.069091,0.069091,0.52311,191
200,0,0,15,1,819,-999.0,2.0637,2.2668,0.20311,0.20311,0.52196,174
200,0,0,15,1,819,-999.0,1.3997,1.2974,-0.10234,0.10234,0.53738,187
200,0,0,45,3,819,-999.0,2.7094,0.35694,0.7891,0.7891,0.85651,100
200,0,0,30,2,819,-999.0,0.87038,1.151,0.28058,0.28058,0.52725,164
200,0,0,30,2,819,-999.0,0.76149,0.68664,-0.074846,0.074846,0.86517,190
200,0,0,15,1,819,-999.0,1.3384,1.5134,0.17506,0.17506,0.55316,178
200,0,0,45,3,819,-999.0,2.2094,0.14622,1.0784,1.0784,0.79102,63
200,0,0,45,3,819,-999.0,0.58594,0.81122,0.22529,0.22529,0.62145,171
200,0,0,45,3,819,-999.0,3.1405,2.4457,-0.69487,0.69487,0.78704,112
200,0,0,45,3,819,-999.0,2.7695,2.6169,-0.15269,0.15269,0.50442,181
200,0,0,30,2,819,-999.0,0.13919,0.54776,0.40858,0.40858,0.43724,148
200,0,0,15,1,819,-999.0,2.7138,2.53,-0.18375,0.18375,0.41345,177
200,0,0,15,1,819,-999.0,1.2168,1.333,0.1162,0.1162,0.50954,185
200,0,0,45,3,819,-999.0,2.1315,2.3784,0.24694,0.24694,0.57099,169
200,0,0,30,2,819,-999.0,1.0146,0.84655,-0.16803,0.16803,0.53944,179
200,0,0,30,2,819,-999.0,2.6236,3.0208,0.3972,0.3972,0.47824,149
200,0,0,15,1,819,-999.0,2.4506,2.4931,0.042507,0.042507,0.5707,195
200,0,0,30,2,819,-999.0,0.95526,0.85957,-0.095694,0.095694,0.68176,188
200,0,0,45,3,819,-999.0,0.24829,0.0057553,-0.24253,0.24253,0.647,169
200,0,0,30,2,819,-999.0,1.3447,0.64531,-0.69937,0.69937,0.50675,111
200,0,0,45,3,819,-999.0,0.65366,0.36767,-0.28599,0.28599,1.6999,164
200,0,0,15,1,819,-999.0,2.1579,2.2432,0.085342,0.085342,0.61165,189
200,0,0,45,3,819,-999.0,0.3641,0.83854,0.47444,0.47444,0.79977,140
200,0,0,30,2,819,-999.0,2.9975,2.4008,-0.59674,0.59674,0.89456,124
200,0,0,45,3,819,-999.0,2.48,2.4395,-0.040463,0.040463,0.49764,195
200,0,0,30,2,819,-999.0,0.85973,0.46923,-0.39051,0.39051,0.6075,150
200,0,0,15,1,819,-999.0,2.9871,2.672,-0.31508,0.31508,0.49027,160
200,0,0,45,3,819,-999.0,1.7152,0.6004,-1.1148,1.1148,0.57749,58
200,0,0,15,1,819,-999.0,2.4923,2.5674,0.075097,0.075097,0.46368,190
200,0,0,15,1,819,-999.0,0.88148,0.92603,0.044549,0.044549,0.62738,194
200,0,0,15,1,819,-999.0,0.61375,0.34804,-0.26571,0.26571,0.50824,166
200,1,0,45,3,819,-999.0,0.44623,0.76092,0.31469,0.31469,0.69028,180
200,1,0,15,1,819,-999.0,2.5677,2.3697,-0.19798,0.19798,0.44809,187
200,1,0,45,3,819,-999.0,2.3921,2.0469,-0.34518,0.34518,0.42383,178
200,1,0,30,2,819,-999.0,1.547,1.9513,0.40425,0.40425,0.4049,174
200,1,0,30,2,819,-999.0,1.2053,2.4071,1.2018,1.2018,0.3892,123
200,1,0,30,2,819,-999.0,1.7344,1.9563,0.22194,0.22194,0.41553,186
200,1,0,15,1,819,-999.0,0.27549,0.20895,-0.066546,0.066546,0.41107,196
200,1,0,15,1,819,-999.0,0.26279,0.71729,0.4545,0.4545,0.46527,171
200,1,0,30,2,819,-999.0,1.4782,1.4451,-0.033031,0.033031,0.41364,198
200,1,0,45,3,819,-999.0,2.0551,1.2658,-0.7893,0.7893,0.41272,150
200,1,0,30,2,819,-999.0,2.8038,0.056543,0.39429,0.39429,0.46119,175
200,1,0,45,3,819,-999.0,0.85511,1.0274,0.17228,0.17228,0.45367,189
200,1,0,30,2,819,-999.0,0.7456,0.9183,0.1727,0.1727,0.42113,189
200,1,0,45,3,819,-999.0,0.55472,1.4036,0.8489,0.8489,0.38102,146
200,1,0,45,3,819,-999.0,0.78656,1.1854,0.39884,0.39884,0.44173,175
200,1,0,15,1,819,-999.0,0.24077,0.65931,0.41854,0.41854,0.41053,173
200,1,0,15,1,819,-999.0,0.90634,0.79858,-0.10776,0.10776,0.28709,193
200,1,0,45,3,819,-999.0,3.0223,0.099428,0.21875,0.21875,0.49792,186
200,1,0,15,1,819,-999.0,2.5898,0.70667,1.2585,1.2585,0.30935,120
200,1,0,15,1,819,-999.0,0.65191,2.4457,-1.3478,1.3478,0.18153,114
200,1,0,30,2,819,-999.0,0.29317,3.0593,-0.37548,0.37548,0.69926,176
200,1,0,15,1,819,-999.0,2.1624,2.1324,-0.030074,0.030074,0.51077,198
200,1,0,30,2,819,-999.0,2.0913,2.31,0.21866,0.21866,0.50232,186
200,1,0,15,1,819,-999.0,0.81774,0.99471,0.17697,0.17697,0.4041,189
200,1,0,45,3,819,-999.0,1.7124,1.7105,-0.0019024,0.0019024,0.43255,200
200,1,0,15,1,819,-999.0,1.8211,1.9053,0.084153,0.084153,0.44175,195
200,1,0,30,2,819,-999.0,2.9926,0.0025575,0.15154,0.15154,0.41221,190
200,1,0,45,3,819,-999.0,2.8388,1.4767,-1.3621,1.3621,0.37535,113
200,1,0,45,3,819,-999.0,2.4004,1.3953,-1.0051,1.0051,0.48091,136
200,1,0,45,3,819,-999.0,2.122,2.3329,0.21086,0.21086,0.44067,187
200,1,0,30,2,819,-999.0,1.138,1.2708,0.13285,0.13285,0.44613,192
200,1,0,30,2,819,-999.0,0.47076,0.66071,0.18995,0.18995,0.44218,188
200,1,0,15,1,819,-999.0,1.5356,1.6519,0.11635,0.11635,0.51881,193
200,1,0,30,2,819,-999.0,0.8548,0.64291,-0.21189,0.21189,0.47559,187
200,1,0,45,3,819,-999.0,1.184,2.0857,0.90171,0.90171,0.44071,143
200,1,0,30,2,819,-999.0,3.1193,0.69709,0.71937,0.71937,0.34828,154
200,1,0,30,2,819,-999.0,2.3878,3.0717,0.68391,0.68391,0.34672,156
200,1,0,15,1,819,-999.0,2.2613,2.354,0.09265,0.09265,0.41316,194
200,1,0,15,1,819,-999.0,3.133,0.26143,0.27007,0.27007,0.47167,183
200,1,0,45,3,819,-999.0,0.74197,0.78063,0.03866,0.03866,0.47419,198
200,1,0,15,1,819,-999.0,1.8323,1.8988,0.066528,0.066528,0.42262,196
200,1,0,45,3,819,-999.0,2.7256,3.0633,0.33771,0.33771,0.67711,179
200,1,0,30,2,819,-999.0,1.4895,1.885,0.39549,0.39549,0.44218,175
200,1,0,15,1,819,-999.0,2.1484,2.4729,0.32455,0.32455,0.48566,179
200,1,0,15,1,819,-999.0,1.4609,1.2074,-0.25352,0.25352,0.45377,184
200,1,0,45,3,819,-999.0,2.42,2.5473,0.12733,0.12733,0.49863,192
200,1,0,30,2,819,-999.0,3.0544,2.3825,-0.67192,0.67192,0.66069,157
200,0,0,30,2,819,-999.0,3.0245,0.73874,0.85581,0.85581,0.63254,91
200,0,0,30,2,819,-999.0,1.3207,1.394,0.073325,0.073325,0.4947,191
200,0,0,45,3,819,-999.0,1.6748,2.3741,0.69929,0.69929,0.45319,111
200,0,0,30,2,819,-999.0,1.2113,1.1894,-0.021899,0.021899,1.0438,197
200,0,0,15,1,819,-999.0,2.894,2.6252,-0.26885,0.26885,0.57831,166
200,0,0,45,3,819,-999.0,2.8114,2.3927,-0.41866,0.41866,0.53081,147
200,0,0,45,3,819,-999.0,1.998,2.3069,0.30891,0.30891,0.76839,161
200,0,0,30,2,819,-999.0,2.2466,2.7939,0.54728,0.54728,0.4641,130
200,0,0,15,1,819,-999.0,2.5292,2.4045,-0.12479,0.12479,0.59592,184
200,0,0,30,2,819,-999.0,0.42706,0.45612,0.029063,0.029063,0.56387,196
200,0,0,30,2,819,-999.0,0.23208,2.5788,-0.79488,0.79488,0.77854,99
200,0,0,45,3,819,-999.0,2.5286,2.359,-0.16962,0.16962,0.4726,178
200,0,0,15,1,819,-999.0,2.9075,2.4535,-0.45395,0.45395,0.50541,142
200,0,0,30,2,819,-999.0,2.0703,2.1901,0.11979,0.11979,0.72123,185
200,0,0,15,1,819,-999.0,3.0761,2.9064,-0.16971,0.16971,0.54932,178
200,0,0,15,1,819,-999.0,2.2613,2.0427,-0.21855,0.21855,0.4955,172
200,0,0,45,3,819,-999.0,0.11792,1.0859,0.96799,0.96799,0.53127,77
200,0,0,45,3,819,-999.0,0.59999,1.9479,1.3479,1.3479,0.44936,28
200,0,0,45,3,819,-999.0,0.090295,0.55068,0.46038,0.46038,0.67458,141
200,0,0,15,1,819,-999.0,1.6416,2.0561,0.41443,0.41443,0.51929,147
